Timer started ...
MOD: delay(1250 1250), type(tTMRCO20), from(I1.OSCOUT), to(I1.TIMEROUT)
MOD: delay(35 35), type(tGOi), from(STEP1A_next_5_.LH ), to(STEP1A_next_5_.Q )
MOD: delay(25 25), type(tPDLi), from(STEP1A_next_5_.D ), to(STEP1A_next_5_.Q )
CHK: delay(0 0), type(tGWA), from(STEP1A_next_5_.LH ), to(STEP1A_next_5_.LH )
CHK: delay(200 200), type(tHL), from(STEP1A_next_5_.D ), to(STEP1A_next_5_.LH )
CHK: delay(200 200), type(tSL_PT), from(STEP1A_next_5_.D ), to(STEP1A_next_5_.LH )
MOD: delay(35 35), type(tGOi), from(STEP1A_next_6_.LH ), to(STEP1A_next_6_.Q )
MOD: delay(25 25), type(tPDLi), from(STEP1A_next_6_.D ), to(STEP1A_next_6_.Q )
CHK: delay(0 0), type(tGWA), from(STEP1A_next_6_.LH ), to(STEP1A_next_6_.LH )
CHK: delay(200 200), type(tHL), from(STEP1A_next_6_.D ), to(STEP1A_next_6_.LH )
CHK: delay(200 200), type(tSL_PT), from(STEP1A_next_6_.D ), to(STEP1A_next_6_.LH )
MOD: delay(45 45), type(tPDi), from(step1a_un1_next46_i_n ), to(step1a_un1_next46_i_n.OUT)
MOD: delay(45 45), type(tPDi), from(step1a_n_32_i_n ), to(step1a_n_32_i_n.OUT)
MOD: delay(45 45), type(tPDi), from(o_JUMBO_1__0 ), to(o_JUMBO_1__0.OUT)
MOD: delay(45 45), type(tPDi), from(o_JUMBO_2__0 ), to(o_JUMBO_2__0.OUT)
MOD: delay(45 45), type(tPDi), from(STEP5_outNMSG_1_0__0 ), to(STEP5_outNMSG_1_0__0.OUT)
MOD: delay(45 45), type(tPDi), from(STEP5_outNMSG_1_0__1 ), to(STEP5_outNMSG_1_0__1.OUT)
MOD: delay(45 45), type(tPDi), from(_dup_gnd_n_n ), to(_dup_gnd_n_n.OUT)
NET: delay(415 415), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*4+tMCELL), from(DIP_7_.PAD), to(STEP5_qstate_3_.D )
NET: delay(415 415), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*4+tMCELL), from(DIP_7_.PAD), to(STEP5_qstate_0_.D )
NET: delay(415 415), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*4+tMCELL), from(DIP_7_.PAD), to(STEP5_qstate_2_.D )
NET: delay(415 415), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*4+tMCELL), from(DIP_7_.PAD), to(STEP5_qstate_1_.D )
NET: delay(415 415), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*4+tMCELL), from(DIP_7_.PAD), to(o_BOTRED_7_ )
NET: delay(75 75), type(tFBK), from(_dup_gnd_n_n.OUT), to(I1.TIMERRES)
NET: delay(75 75), type(tFBK), from(gnd_n_n.OUT), to(I1.DYNOSCDIS)
NET: delay(515 515), type(tIN+tIOI(LVCMOS18)+tROUTE+tPTSR), from(i_S1_NC.PAD), to(RGTPB_Q.AR )
NET: delay(515 515), type(tIN+tIOI(LVCMOS18)+tROUTE+tPTSR), from(i_S1_NC.PAD), to(o_LED_YELLOW_0_.AP )
NET: delay(515 515), type(tIN+tIOI(LVCMOS18)+tROUTE+tPTSR), from(i_S1_NO.PAD), to(RGTPB_Q.AP )
NET: delay(475 475), type(tIN+tIOI(LVCMOS18)+tROUTE+tBCLK), from(i_S1_NO.PAD), to(RGTPB_Q.C )
NET: delay(515 515), type(tIN+tIOI(LVCMOS18)+tROUTE+tPTSR), from(i_S1_NO.PAD), to(o_LED_YELLOW_0_.AR )
NET: delay(475 475), type(tIN+tIOI(LVCMOS18)+tROUTE+tBCLK), from(i_S1_NO.PAD), to(o_LED_YELLOW_0_.C )
NET: delay(515 515), type(tIN+tIOI(LVCMOS18)+tROUTE+tPTSR), from(i_S2_NC.PAD), to(LFTPB_Q.AR )
NET: delay(515 515), type(tIN+tIOI(LVCMOS18)+tROUTE+tPTSR), from(i_S2_NC.PAD), to(o_LED_YELLOW_1_.AP )
NET: delay(515 515), type(tIN+tIOI(LVCMOS18)+tROUTE+tPTSR), from(i_S2_NO.PAD), to(LFTPB_Q.AP )
NET: delay(475 475), type(tIN+tIOI(LVCMOS18)+tROUTE+tPTCLK), from(i_S2_NO.PAD), to(LFTPB_Q.C )
NET: delay(515 515), type(tIN+tIOI(LVCMOS18)+tROUTE+tBSR), from(i_S2_NO.PAD), to(o_LED_YELLOW_1_.AR )
NET: delay(475 475), type(tIN+tIOI(LVCMOS18)+tROUTE+tPTCLK), from(i_S2_NO.PAD), to(o_LED_YELLOW_1_.C )
NET: delay(405 405), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tMCELL), from(DIP_6_.PAD), to(STEP5_next_qstate_3_.D )
NET: delay(405 405), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tMCELL), from(DIP_6_.PAD), to(STEP5_next_qstate_2_.D )
NET: delay(405 405), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tMCELL), from(DIP_6_.PAD), to(STEP5_next_qstate_1_.D )
NET: delay(405 405), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tMCELL), from(DIP_6_.PAD), to(STEP5_next_qstate_0_.D )
NET: delay(405 405), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tMCELL), from(DIP_6_.PAD), to(STEP5_outSRST.D )
NET: delay(405 405), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tMCELL), from(DIP_6_.PAD), to(o_BOTRED_6_ )
NET: delay(405 405), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tMCELL), from(DIP_5_.PAD), to(o_BOTRED_5_ )
NET: delay(405 405), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tMCELL), from(DIP_5_.PAD), to(o_TOPRED_0_ )
NET: delay(405 405), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tMCELL), from(DIP_5_.PAD), to(o_TOPRED_1_ )
NET: delay(405 405), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tMCELL), from(DIP_5_.PAD), to(o_TOPRED_2_ )
NET: delay(405 405), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tMCELL), from(DIP_5_.PAD), to(o_TOPRED_3_ )
NET: delay(405 405), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tMCELL), from(DIP_5_.PAD), to(o_TOPRED_4_ )
NET: delay(405 405), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tMCELL), from(DIP_5_.PAD), to(o_TOPRED_5_ )
NET: delay(405 405), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tMCELL), from(DIP_5_.PAD), to(o_TOPRED_6_ )
NET: delay(405 405), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tMCELL), from(DIP_5_.PAD), to(o_TOPRED_7_ )
NET: delay(485 485), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tPTCLK), from(DIP_4_.PAD), to(STEP3_qcombo_7_.CE )
NET: delay(485 485), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tPTCLK), from(DIP_4_.PAD), to(STEP3_qcombo_6_.CE )
NET: delay(485 485), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tPTCLK), from(DIP_4_.PAD), to(STEP3_qcombo_5_.CE )
NET: delay(485 485), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tPTCLK), from(DIP_4_.PAD), to(STEP3_qcombo_4_.CE )
NET: delay(485 485), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tPTCLK), from(DIP_4_.PAD), to(STEP3_qcombo_3_.CE )
NET: delay(485 485), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tPTCLK), from(DIP_4_.PAD), to(STEP3_qcombo_2_.CE )
NET: delay(485 485), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tPTCLK), from(DIP_4_.PAD), to(STEP3_qcombo_1_.CE )
NET: delay(485 485), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tPTCLK), from(DIP_4_.PAD), to(STEP3_qcombo_0_.CE )
NET: delay(405 405), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*2+tMCELL), from(DIP_4_.PAD), to(o_BOTRED_4_ )
NET: delay(395 395), type(tIN+tIOI(LVCMOS18)+tROUTE+tMCELL), from(DIP_3_.PAD), to(o_BOTRED_3_ )
NET: delay(395 395), type(tIN+tIOI(LVCMOS18)+tROUTE+tMCELL), from(DIP_2_.PAD), to(o_BOTRED_2_ )
NET: delay(395 395), type(tIN+tIOI(LVCMOS18)+tROUTE+tMCELL), from(DIP_1_.PAD), to(o_BOTRED_1_ )
NET: delay(395 395), type(tIN+tIOI(LVCMOS18)+tROUTE+tMCELL), from(DIP_0_.PAD), to(o_BOTRED_0_ )
NET: delay(370 370), type(tROUTE+tPTCLK), from(I1.TIMEROUT), to(FDIVBY2_clk_out.C )
NET: delay(490 490), type(tFBK+tROUTE+tBLA*9+tPTCLK), from(LFTPB_Q.Q ), to(STEP1A_count_3_.LH )
NET: delay(490 490), type(tFBK+tROUTE+tBLA*9+tPTCLK), from(LFTPB_Q.Q ), to(STEP1A_count_2_.LH )
NET: delay(490 490), type(tFBK+tROUTE+tBLA*9+tPTCLK), from(LFTPB_Q.Q ), to(STEP1A_count_1_.LH )
NET: delay(490 490), type(tFBK+tROUTE+tBLA*9+tPTCLK), from(LFTPB_Q.Q ), to(STEP1A_count_0_.LH )
NET: delay(410 410), type(tFBK+tROUTE+tBLA*9+tMCELL), from(LFTPB_Q.Q ), to(step5_next_qstate53_n )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tPTSR), from(LFTPB_Q.Q ), to(STEP5_qstate_3_.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP5_qstate_0_.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP5_qstate_2_.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP5_qstate_1_.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP1B_Di1_6_.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP1B_Di1_5_.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP1B_Di1_4_.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP1B_Di1_3_.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tPTSR), from(LFTPB_Q.Q ), to(STEP1B_Di1_2_.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tPTSR), from(LFTPB_Q.Q ), to(STEP1B_Di1_1_.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP1B_Di1_0_.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP3_qcombo_7_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP3_qcombo_6_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP3_qcombo_5_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP3_qcombo_4_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP3_qcombo_3_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP3_qcombo_2_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP3_qcombo_1_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP3_qcombo_0_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP2_count_state_2_.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP2_count_state_1_.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP2_count_state_0_.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP1B_outDISP_20_.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP1B_outDISP_19_.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP1B_outDISP_18_.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP1B_outDISP_17_.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP1B_outDISP_16_.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP1B_outDISP_15_.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP1B_outDISP_14_.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP1B_outDISP_13_.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP1B_outDISP_12_.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP1B_outDISP_11_.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP1B_outDISP_10_.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP1B_outDISP_9_.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP1B_outDISP_8_.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP1B_outDISP_7_.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP1B_outDISP_6_.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP1B_outDISP_5_.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP1B_outDISP_4_.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP1B_outDISP_3_.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP1B_outDISP_2_.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP1B_outDISP_1_.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(STEP1B_outDISP_0_.AR )
NET: delay(410 410), type(tFBK+tROUTE+tBLA*9+tMCELL), from(LFTPB_Q.Q ), to(STEP1A_outCHAR_6_.D )
NET: delay(410 410), type(tFBK+tROUTE+tBLA*9+tMCELL), from(LFTPB_Q.Q ), to(STEP1A_outCHAR_5_.D )
NET: delay(410 410), type(tFBK+tROUTE+tBLA*9+tMCELL), from(LFTPB_Q.Q ), to(STEP1A_outCHAR_4_.D )
NET: delay(410 410), type(tFBK+tROUTE+tBLA*9+tMCELL), from(LFTPB_Q.Q ), to(STEP1A_outCHAR_3_.D )
NET: delay(410 410), type(tFBK+tROUTE+tBLA*9+tMCELL), from(LFTPB_Q.Q ), to(STEP1A_outCHAR_2_.D )
NET: delay(410 410), type(tFBK+tROUTE+tBLA*9+tMCELL), from(LFTPB_Q.Q ), to(STEP1A_outCHAR_1_.D )
NET: delay(410 410), type(tFBK+tROUTE+tBLA*9+tMCELL), from(LFTPB_Q.Q ), to(STEP1A_outCHAR_0_.D )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tPTSR), from(LFTPB_Q.Q ), to(FDIVBY4_clk_out.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tPTSR), from(LFTPB_Q.Q ), to(FDIVBY2_clk_out.AR )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(o_DIS4_0_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(o_DIS4_1_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(o_DIS4_2_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(o_DIS4_3_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(o_DIS4_4_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(o_DIS4_5_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(o_DIS3_0_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(o_DIS3_1_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(o_DIS3_2_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(o_DIS3_3_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(o_DIS3_4_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tPTSR), from(LFTPB_Q.Q ), to(o_DIS4_6_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(o_DIS3_5_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(o_DIS2_0_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(o_DIS3_6_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(o_DIS2_1_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(o_DIS2_2_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(o_DIS2_6_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(o_DIS2_3_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(o_DIS2_4_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(o_DIS1_6_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(o_DIS2_5_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(o_DIS1_0_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(o_DIS1_1_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(o_DIS1_2_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(o_DIS1_3_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(o_DIS1_4_.AP )
NET: delay(530 530), type(tFBK+tROUTE+tBLA*9+tBSR), from(LFTPB_Q.Q ), to(o_DIS1_5_.AP )
NET: delay(450 450), type(tFBK+tROUTE+tBLA+tPTCLK), from(FDIVBY2_clk_out.Q ), to(FDIVBY4_clk_out.C )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(FDIVBY2_clk_out.Q ), to(FDIVBY2_clk_out.D )
NET: delay(370 370), type(tFBK+tROUTE+tBLA+tMCELL), from(FDIVBY2_clk_out.Q ), to(o_JUMBO_0_ )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1A_CQ_5_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1A_CQ_4_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1A_CQ_3_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1A_CQ_2_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1A_CQ_1_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1A_CQ_0_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1B_Di1_6_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1B_Di1_5_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1B_Di1_4_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1B_Di1_3_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1B_Di1_2_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1B_Di1_1_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1B_Di1_0_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP3_qcombo_7_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP3_qcombo_6_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP3_qcombo_5_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP3_qcombo_4_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP3_qcombo_3_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP3_qcombo_2_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP3_qcombo_1_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP3_qcombo_0_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1B_outDISP_20_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1B_outDISP_19_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1B_outDISP_18_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1B_outDISP_17_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1B_outDISP_16_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1B_outDISP_15_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1B_outDISP_14_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1B_outDISP_13_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1B_outDISP_12_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1B_outDISP_11_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1B_outDISP_10_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1B_outDISP_9_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1B_outDISP_8_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1B_outDISP_7_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1B_outDISP_6_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1B_outDISP_5_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1B_outDISP_4_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1B_outDISP_3_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1B_outDISP_2_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1B_outDISP_1_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1B_outDISP_0_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1A_outCHAR_6_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1A_outCHAR_5_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1A_outCHAR_4_.C )
NET: delay(480 480), type(tFBK+tROUTE+tBLA*7+tBCLK), from(FDIVBY4_clk_out.Q ), to(STEP1A_outCHAR_3_.C )
